"Flavor","CheckId","InstallId","BuildId"
"r-devel-linux-x86_64-debian-gcc","f200d753b1d9210791158281d9e36109","5c0845517b5778084e37dca58d4a82bf","8d69f6eaf0b375ff4e8a516a4c56c16c"
